date,state,city,address,killed,injured,incident,geolocation,congresional_district,rifle_type,handgun_general,handgun_type,shotgun_type,other_rifle_type
"July 9, 2013",Illinois,Rockford,600 block of Woodlawn Avenue,2,2,http://www.gunviolencearchive.org/incident/490917,"42.2783, -89.0953",Congressional District: 17,NA,NA,NA,NA,NA
"July 9, 2013",Maryland,Baltimore,600 block of N. Carrollton Ave,0,4,http://www.gunviolencearchive.org/incident/490909,"39.2956, -76.6374",Congressional District: 7,NA,NA,NA,NA,NA
"July 7, 2013",Florida,Pompano Beach,1600 block of Northwest 7th Lane,1,3,http://www.gunviolencearchive.org/incident/490793,"26.2489, -80.1352",Congressional District: 20,NA,NA,NA,NA,NA
"July 7, 2013",California,Stockton,2600 block of Connecticut Avenue,1,4,http://www.gunviolencearchive.org/incident/490893,"37.9218, -121.298",Congressional District: 9,NA,NA,NA,NA,NA
"July 7, 2013",Mississippi,Meridian,2500 block of 5th Street,0,4,http://www.gunviolencearchive.org/incident/490767,"32.3625, -88.7022",Congressional District: 3,NA,handgun,NA,NA,NA
"July 7, 2013",Illinois,Chicago,11300 block of South Forest Avenue,0,5,http://www.gunviolencearchive.org/incident/490772,"41.689, -87.6157",Congressional District: 2,NA,NA,38 Spl,NA,NA
"July 6, 2013",Alabama,Florence,West Mobile Street,0,4,http://www.gunviolencearchive.org/incident/490395,"34.7982, -87.6854",Congressional District: 5,NA,NA,NA,NA,NA
"July 6, 2013",New York,Brooklyn,472 Marcy Avenue,1,3,http://www.gunviolencearchive.org/incident/490750,"40.6987, -73.95",Congressional District: 7,NA,NA,NA,NA,NA
"July 4, 2013",Michigan,Pontiac,441 N Perry St,1,6,http://www.gunviolencearchive.org/incident/490351,"42.6482, -83.2871",Congressional District: 14,NA,NA,NA,NA,NA
"July 4, 2013",Illinois,Chicago,6000 block of South Cottage Grove Avenue,0,4,http://www.gunviolencearchive.org/incident/490335,"41.7858, -87.6061",Congressional District: 1,NA,NA,NA,NA,NA
"July 1, 2013",Texas,Fort Worth,2900 block of Pate Drive,4,0,http://www.gunviolencearchive.org/incident/490245,"32.7157, -97.2597",Congressional District: 33,NA,NA,NA,NA,NA
"June 30, 2013",New York,Brooklyn,616 E. 52nd Street,0,9,http://www.gunviolencearchive.org/incident/490226,"40.6452, -73.928",Congressional District: 9,NA,NA,NA,NA,NA
"June 30, 2013",Colorado,Aurora,2300 block of Paris St,0,4,http://www.gunviolencearchive.org/incident/490166,"39.7512, -104.848",Congressional District: 6,NA,NA,NA,NA,NA
"June 29, 2013",South Carolina,North Charleston,4400 Dorchester Road; Suite 115,3,1,http://www.gunviolencearchive.org/incident/490150,"32.8549, -80.0122",Congressional District: 6,NA,NA,NA,NA,NA
"June 28, 2013",Illinois,Chicago,4800 block of North Sheridan Road,0,6,http://www.gunviolencearchive.org/incident/490115,"41.9691, -87.6548",Congressional District: 9,NA,NA,NA,NA,NA
"June 27, 2013",California,Three Rivers,39553-39833 Sierra Dr,2,2,http://www.gunviolencearchive.org/incident/490048,"36.4144, -118.925",Congressional District: 23,NA,NA,NA,NA,NA
"June 25, 2013",Illinois,Chicago,73rd Street and King Drive,1,4,http://www.gunviolencearchive.org/incident/489987,"41.7621, -87.6152",Congressional District: 1,NA,NA,NA,NA,NA
"June 24, 2013",Missouri,Kansas City,1711 Kansas Avenue,1,3,http://www.gunviolencearchive.org/incident/489934,"39.0914, -94.5484",Congressional District: 5,NA,NA,NA,NA,NA
"June 23, 2013",Virginia,Virginia Beach,4600 block of Columbus Street,1,4,http://www.gunviolencearchive.org/incident/489129,"36.841, -76.1371",Congressional District: 2,NA,NA,NA,NA,NA
"June 23, 2013",Louisiana,New Orleans,5700 block of Wickfield Drive,0,4,http://www.gunviolencearchive.org/incident/489121,"30.0165, -90.0689",Congressional District: 2,NA,NA,40 SW,NA,NA
"June 23, 2013",Missouri,Kansas City,1917 Prospect Ave,1,8,http://www.gunviolencearchive.org/incident/489105,"39.0891, -94.5518",Congressional District: 5,NA,NA,NA,NA,NA
"June 23, 2013",California,Sacramento,Sea Drift Way,1,3,http://www.gunviolencearchive.org/incident/489096,"38.4655, -121.459",Congressional District: 6,NA,NA,NA,NA,NA
"June 23, 2013",Tennessee,Chattanooga,1501 Dodds Ave,1,4,http://www.gunviolencearchive.org/incident/489061,"35.0221, -85.2697",Congressional District: 3,NA,NA,NA,NA,NA
"June 22, 2013",Rhode Island,Providence,55 Curtis,0,4,http://www.gunviolencearchive.org/incident/488970,"41.8217, -71.4496",Congressional District: 2,NA,NA,NA,NA,NA
"June 22, 2013",Maryland,Baltimore,700 block of N. Kenwood Avenue,1,4,http://www.gunviolencearchive.org/incident/488833,"39.2991, -76.5783",Congressional District: 7,NA,NA,NA,NA,NA
"June 21, 2013",Illinois,Chicago,2900 block of North Kilpatrick Avenue,1,3,http://www.gunviolencearchive.org/incident/488426,"41.9335, -87.7445",Congressional District: 4,NA,NA,NA,NA,NA
"June 21, 2013",North Carolina,Greenville,205 Greenville Blvd SW,0,5,http://www.gunviolencearchive.org/incident/488547,"35.5744, -77.3873",Congressional District: 1,NA,NA,NA,NA,NA
"June 21, 2013",Virginia,Norfolk,1225 Tidewater Drive,0,6,http://www.gunviolencearchive.org/incident/488505,"36.8571, -76.2735",Congressional District: 3,NA,NA,NA,NA,NA
"June 16, 2013",Illinois,Chicago,900block of East 79th Street,1,3,http://www.gunviolencearchive.org/incident/488134,"41.7513, -87.6027",Congressional District: 1,NA,NA,NA,NA,NA
"June 15, 2013",Texas,Houston,9780 Bissonnet,1,3,http://www.gunviolencearchive.org/incident/487891,"29.6754, -95.5499",Congressional District: 9,NA,NA,NA,NA,NA
"June 15, 2013",Tennessee,Nashville,135 Brinkhaven Ave,0,4,http://www.gunviolencearchive.org/incident/487833,"36.1646, -86.7771",Congressional District: 5,NA,NA,NA,NA,NA
"June 15, 2013",Rhode Island,Providence,256 Hartford Ave,1,3,http://www.gunviolencearchive.org/incident/488992,"41.8173, -71.4516",Congressional District: 2,NA,NA,NA,NA,NA
"June 14, 2013",North Carolina,High Point,2201 Little Avenue,0,5,http://www.gunviolencearchive.org/incident/487715,"35.9689, -79.9787",Congressional District: 12,NA,NA,NA,NA,NA
"June 10, 2013",Illinois,Chicago,5700 block of South Sangamon Street,1,4,http://www.gunviolencearchive.org/incident/487670,"41.7904, -87.649",Congressional District: 7,NA,NA,NA,NA,NA
"June 10, 2013",Missouri,Saint Louis,4700 block of Highland Ave,0,6,http://www.gunviolencearchive.org/incident/487659,"38.6647, -90.2506",Congressional District: 1,NA,NA,NA,NA,NA
"June 9, 2013",Pennsylvania,York,600 block of West Princess Street,0,4,http://www.gunviolencearchive.org/incident/487645,"39.955, -76.7412",Congressional District: 4,NA,NA,NA,NA,NA
"June 7, 2013",California,Santa Monica,2036 Yorkshire Ave,6,1,http://www.gunviolencearchive.org/incident/489581,"34.026, -118.461",Congressional District: 33,AR-15,NA,44 Mag,NA,NA
"June 2, 2013",Georgia,Lagrange,Union Street,0,7,http://www.gunviolencearchive.org/incident/487435,"33.0354, -85.0244",Congressional District: 3,NA,NA,NA,NA,NA
"June 2, 2013",Virginia,Virginia Beach,4000 block of Roebling Lane,0,7,http://www.gunviolencearchive.org/incident/487271,"36.8459, -76.1171",Congressional District: 2,NA,NA,NA,NA,NA
"June 2, 2013",Indiana,Indianapolis,1913 East 46th Street,0,4,http://www.gunviolencearchive.org/incident/487266,"39.8401, -86.1289",Congressional District: 7,NA,NA,NA,NA,NA
"June 1, 2013",California,Vallejo,1st block of Linfield Drive,2,2,http://www.gunviolencearchive.org/incident/489314,"38.1472, -122.24",Congressional District: 5,NA,NA,NA,NA,NA
"June 1, 2013",Wisconsin,Milwaukee,4126 N Teutonia Ave,0,4,http://www.gunviolencearchive.org/incident/487261,"43.092, -87.94",Congressional District: 4,NA,NA,NA,NA,NA
"May 31, 2013",Georgia,Atlanta,1000 block of Fair Street,0,4,http://www.gunviolencearchive.org/incident/487088,"33.749, -84.4211",Congressional District: 5,NA,NA,NA,NA,NA
"May 29, 2013",Illinois,Chicago,N/A,0,4,http://www.gunviolencearchive.org/incident/487082,"41.8859, -87.6251",Congressional District: 7,NA,NA,NA,NA,NA
"May 28, 2013",Tennessee,Memphis,2850 Brewer Avenue,1,3,http://www.gunviolencearchive.org/incident/487052,"35.0848, -89.9678",Congressional District: 9,NA,NA,NA,NA,NA
"May 25, 2013",Virginia,Hampton,1900 block of Coliseum Drive,1,4,http://www.gunviolencearchive.org/incident/486998,"37.0377, -76.3859",Congressional District: 3,NA,NA,NA,NA,NA
"May 25, 2013",Michigan,Flint,1100 block of Paterson,1,3,http://www.gunviolencearchive.org/incident/486977,"43.034, -83.7182",Congressional District: 5,NA,NA,NA,NA,NA
"May 24, 2013",California,Bakersfield,3700 block of Columbus Street,2,2,http://www.gunviolencearchive.org/incident/486971,"35.3998, -118.952",Congressional District: 23,NA,NA,NA,NA,NA
"May 23, 2013",Tennessee,Bean Station,1034 Main Street,2,2,http://www.gunviolencearchive.org/incident/486623,"36.3474, -83.2849",Congressional District: 2,NA,NA,NA,NA,NA
"May 20, 2013",Illinois,Chicago,5200 block of West Iowa Street,0,4,http://www.gunviolencearchive.org/incident/486617,"41.8968, -87.7556",Congressional District: 7,NA,NA,NA,NA,NA
"May 19, 2013",Michigan,Detroit,N/A,0,4,http://www.gunviolencearchive.org/incident/486605,"42.3481, -83.0613",Congressional District: 13,NA,NA,NA,NA,NA
"May 19, 2013",Tennessee,Memphis,2281 Ketchum Rd,2,2,http://www.gunviolencearchive.org/incident/486586,"35.079, -89.988",Congressional District: 9,NA,NA,NA,NA,NA
"May 18, 2013",Virginia,Victoria,2073 Pleasant Oak Rd,0,4,http://www.gunviolencearchive.org/incident/486611,"37.0177, -78.1562",Congressional District: 5,NA,NA,NA,NA,NA
"May 16, 2013",Pennsylvania,Philadelphia,2600 block of Daggett Street,0,4,http://www.gunviolencearchive.org/incident/486334,"39.9204, -75.2296",Congressional District: 1,NA,NA,44 Mag,NA,NA
"May 15, 2013",Michigan,Detroit,9000 block of Carlin,1,4,http://www.gunviolencearchive.org/incident/486327,"42.3613, -83.1787",Congressional District: 13,NA,NA,NA,NA,NA
"May 13, 2013",Ohio,Cincinnati,Kings Run Road,0,4,http://www.gunviolencearchive.org/incident/486316,"39.1788, -84.5124",Congressional District: 1,NA,NA,NA,NA,NA
"May 12, 2013",Louisiana,New Orleans,Frenchmen Street,0,19,http://www.gunviolencearchive.org/incident/486209,"29.9861, -90.0595",Congressional District: 2,AK-47,NA,NA,NA,NA
"May 12, 2013",Arizona,Apache Junction,3600 block of East Apache Trail,0,5,http://www.gunviolencearchive.org/incident/486153,"33.4473, -111.503",Congressional District: 4,NA,NA,NA,NA,NA
"May 11, 2013",Indiana,Columbus,E Main Cross St,5,0,http://www.gunviolencearchive.org/incident/486142,"39.1149, -85.8929",Congressional District: 6,NA,NA,NA,NA,NA
"May 11, 2013",New Jersey,Jersey City,Fremont Street,0,4,http://www.gunviolencearchive.org/incident/486244,"40.7207, -74.0593",Congressional District: 10,NA,NA,NA,NA,NA
"May 11, 2013",Pennsylvania,Philadelphia,21st Street and Medary Avenue,0,4,http://www.gunviolencearchive.org/incident/486121,"40.0505, -75.1554",Congressional District: 2,NA,NA,NA,NA,NA
"May 10, 2013",California,Los Angeles,1600 block of West 205th Street,3,1,http://www.gunviolencearchive.org/incident/486109,"33.8447, -118.307",Congressional District: 43,NA,NA,NA,NA,NA
"May 6, 2013",Pennsylvania,Johnstown,Horner and Messenger streets,0,4,http://www.gunviolencearchive.org/incident/486068,"40.3091, -78.9124",Congressional District: 12,NA,NA,NA,NA,NA
"May 5, 2013",California,Palo Alto,Bay Road and University Avenue,0,5,http://www.gunviolencearchive.org/incident/486056,"37.4717, -122.14",Congressional District: 14,NA,NA,NA,NA,NA
"May 4, 2013",North Carolina,Smithfield,150 South Equity Drive,0,4,http://www.gunviolencearchive.org/incident/486027,"35.5076, -78.3221",Congressional District: 7,NA,NA,NA,NA,NA
"May 2, 2013",New Jersey,Newark,804 S. 16th St,0,5,http://www.gunviolencearchive.org/incident/486005,"40.7268, -74.2116",Congressional District: 10,NA,NA,NA,NA,NA
"April 28, 2013",Tennessee,Jackson,438 East Main Street,2,2,http://www.gunviolencearchive.org/incident/485979,"35.6141, -88.815",Congressional District: 8,NA,NA,9mm,NA,NA
"April 28, 2013",Pennsylvania,Chester,Rose and Upland Street,1,3,http://www.gunviolencearchive.org/incident/485885,"39.8564, -75.3587",Congressional District: 1,NA,NA,NA,NA,NA
"April 28, 2013",North Carolina,Charlotte,William Reynolds Drive,0,5,http://www.gunviolencearchive.org/incident/485874,"35.2479, -80.726",Congressional District: 12,NA,NA,NA,NA,NA
"April 27, 2013",Florida,Williston,County Road 318,1,3,http://www.gunviolencearchive.org/incident/485821,"29.4035, -82.3647",Congressional District: 3,NA,NA,NA,NA,NA
"April 25, 2013",Ohio,Oberlin,500 block of West College Street,0,4,http://www.gunviolencearchive.org/incident/489185,"41.2927, -82.2347",Congressional District: 4,NA,NA,9mm,NA,NA
"April 24, 2013",Illinois,Manchester,East Street,6,1,http://www.gunviolencearchive.org/incident/485811,"39.5417, -90.3301",Congressional District: 18,NA,NA,NA,NA,NA
"April 22, 2013",Louisiana,Harvey,2300 block of Lapalco Boulevard,0,5,http://www.gunviolencearchive.org/incident/485746,"29.8736, -90.0568",Congressional District: 2,AK-47,NA,40 SW,NA,NA
"April 22, 2013",Illinois,Chicago (Englewood),5700 block of South Lowe Avenue,0,4,http://www.gunviolencearchive.org/incident/484351,"41.7906, -87.6418",Congressional District: 7,NA,NA,NA,NA,NA
"April 21, 2013",Washington,Federal Way,33300 block of 18th Lane South,5,0,http://www.gunviolencearchive.org/incident/484333,"47.303, -122.31",Congressional District: 9,NA,NA,40 SW,NA,NA
"April 18, 2013",Ohio,Akron,Kimlyn Circle,4,0,http://www.gunviolencearchive.org/incident/484317,"41.1102, -81.4771",Congressional District: 13,NA,Handgun,NA,NA,NA
"April 14, 2013",Arizona,Phoenix,12400 North 25th Avenue,2,4,http://www.gunviolencearchive.org/incident/484307,"33.5985, -112.113",Congressional District: 6,NA,NA,NA,NA,NA
"April 14, 2013",Kentucky,Lexington,750 East New Circle Rd,1,4,http://www.gunviolencearchive.org/incident/484287,"38.0485, -84.453",Congressional District: 6,NA,NA,NA,NA,NA
"April 10, 2013",California,Vallejo,1800 block of Mini Drive,0,4,http://www.gunviolencearchive.org/incident/484279,"38.1519, -122.261",Congressional District: 5,NA,NA,NA,NA,NA
"April 9, 2013",Pennsylvania,Philadelphia,Somerset Street and Lee Street,1,3,http://www.gunviolencearchive.org/incident/484268,"39.9924, -75.13",Congressional District: 1,NA,NA,NA,NA,NA
"April 7, 2013",California,Long Beach,300 block of East Home Street,1,3,http://www.gunviolencearchive.org/incident/483878,"33.8479, -118.19",Congressional District: 47,NA,NA,NA,NA,NA
"April 7, 2013",New York,New York (Manhattan),900 Garden Way,1,3,http://www.gunviolencearchive.org/incident/483872,"40.9018, -73.8511",Congressional District: 16,NA,NA,NA,NA,NA
"April 6, 2013",South Carolina,Greenwood,Tabor Street,1,4,http://www.gunviolencearchive.org/incident/483861,"34.1868, -82.1638",Congressional District: 3,NA,NA,NA,NA,NA
"March 31, 2013",Washington,Auburn,2802 Auburn Way North,3,2,http://www.gunviolencearchive.org/incident/483817,"47.3149, -122.224",Congressional District: 8,NA,NA,NA,NA,NA
"March 30, 2013",California,Merced (county),9200 block of Westside Boulevard,3,2,http://www.gunviolencearchive.org/incident/483835,"37.3603, -120.654",Congressional District: 16,NA,NA,NA,NA,NA
"March 22, 2013",New York,Brooklyn,2703 W. 33rd Street,1,3,http://www.gunviolencearchive.org/incident/483788,"40.5803, -74.0005",Congressional District: 8,NA,NA,NA,NA,NA
"March 21, 2013",Missouri,Kansas City,4900 block of Brookside Blvd,1,3,http://www.gunviolencearchive.org/incident/483765,"39.0383, -94.5849",Congressional District: 5,NA,Handgun,NA,NA,NA
"March 21, 2013",Illinois,Chicago,West 87th Street and Ashland Avenue,0,7,http://www.gunviolencearchive.org/incident/483737,"41.7358, -87.6631",Congressional District: 1,NA,NA,NA,NA,NA
"March 17, 2013",Florida,Belle Glade,Northwest 16th Street and Northwest Avenue L,0,5,http://www.gunviolencearchive.org/incident/482942,"26.6968, -80.6837",Congressional District: 20,NA,NA,NA,NA,NA
"March 17, 2013",California,Stockton,1800 block of East Sonora Street,2,3,http://www.gunviolencearchive.org/incident/482934,"37.9531, -121.266",Congressional District: 9,NA,NA,NA,NA,NA
"March 16, 2013",California,Galt,Dover Drive,0,7,http://www.gunviolencearchive.org/incident/482926,"38.2436, -121.312",Congressional District: 9,NA,NA,NA,NA,NA
"March 14, 2013",California,Modesto,1400 block of Western Way,0,4,http://www.gunviolencearchive.org/incident/482838,"37.626, -121.011",Congressional District: 10,NA,NA,NA,NA,NA
"March 13, 2013",New York,Mohawk,17 W Main St,6,2,http://www.gunviolencearchive.org/incident/482856,"43.011, -75.0058",Congressional District: 22,NA,NA,NA,NA,NA
"March 13, 2013",California,Oceanside,504 Calle Montecito,2,2,http://www.gunviolencearchive.org/incident/482801,"33.2498, -117.309",Congressional District: 49,NA,NA,NA,NA,NA
"March 11, 2013",District of Columbia,Washington,1200 North Capitol Street,0,13,http://www.gunviolencearchive.org/incident/482771,"38.9062, -77.0099",Congressional District: 1,NA,NA,9mm,NA,NA
"March 10, 2013",Missouri,Kansas City,9331 Hillcrest Rd,0,5,http://www.gunviolencearchive.org/incident/481237,"38.955, -94.5211",Congressional District: 5,NA,NA,NA,NA,NA
"March 7, 2013",Mississippi,Jackson,2900 block of Greenwood Avenue,2,2,http://www.gunviolencearchive.org/incident/481229,"32.2649, -90.2141",Congressional District: 2,NA,Handgun,NA,NA,NA
"March 5, 2013",Indiana,Indianapolis,1800 block of Edinburge Square,1,3,http://www.gunviolencearchive.org/incident/481220,"39.7927, -86.0328",Congressional District: 7,NA,NA,NA,NA,NA
"March 4, 2013",California,Los Banos,800 block of La Mesa Lane,1,3,http://www.gunviolencearchive.org/incident/481213,"37.0857, -120.828",Congressional District: 16,NA,NA,45 Auto,NA,NA
"March 3, 2013",Michigan,Saginaw (county),4030 Dixie Hwy,0,4,http://www.gunviolencearchive.org/incident/481208,"43.3944, -83.9082",Congressional District: 5,NA,NA,NA,NA,NA
"March 3, 2013",Georgia,Moultrie,224 Second Street Northwest,2,2,http://www.gunviolencearchive.org/incident/481198,"31.1824, -83.7912",Congressional District: 8,AK-47,NA,NA,NA,NA
"March 2, 2013",Louisiana,Shreveport,7000 block of Burlingame Boulevard,1,3,http://www.gunviolencearchive.org/incident/481186,"32.442, -93.7726",Congressional District: 4,NA,NA,NA,NA,NA
"February 24, 2013",Georgia,Macon,2800 block of Mercer University Drive,0,8,http://www.gunviolencearchive.org/incident/480443,"32.826, -83.6704",Congressional District: 2,NA,NA,NA,NA,NA
"February 23, 2013",California,Lancaster,43145 Business Center Parkway,0,4,http://www.gunviolencearchive.org/incident/480407,"34.6666, -118.131",Congressional District: 25,NA,NA,NA,NA,NA
"February 22, 2013",Michigan,Grand Rapids,1447 Grandville Ave. SW,0,4,http://www.gunviolencearchive.org/incident/480401,"42.9371, -85.6853",Congressional District: 3,NA,NA,NA,NA,NA
"February 21, 2013",Oklahoma,Tulsa,1200 block of North 89th East Avenue,1,3,http://www.gunviolencearchive.org/incident/480383,"36.1722, -95.8778",Congressional District: 1,NA,NA,NA,NA,NA
"February 19, 2013",California,Orange (county),Katella Avenue,4,3,http://www.gunviolencearchive.org/incident/480358,"33.8031, -117.943",Congressional District: 46,NA,NA,NA,12 gauge,NA
"February 12, 2013",Utah,Midvale,8286 Adams Street and 450 West Street,4,1,http://www.gunviolencearchive.org/incident/480344,"40.6008, -111.903",Congressional District: 4,NA,NA,NA,NA,NA
"February 11, 2013",Delaware,Wilmington,500 North King Street,3,2,http://www.gunviolencearchive.org/incident/480327,"39.7407, -75.5499",Congressional District: 1,NA,NA,45 Auto,NA,NA
"February 11, 2013",California,Vallejo,800 block of Humboldt Street,1,4,http://www.gunviolencearchive.org/incident/480311,"38.1072, -122.228",Congressional District: 5,NA,NA,NA,NA,NA
"February 9, 2013",Louisiana,New Orleans,400 block of Bourbon Street,0,4,http://www.gunviolencearchive.org/incident/479603,"29.9563, -90.0676",Congressional District: 2,NA,Handgun,NA,NA,NA
"February 7, 2013",Illinois,Chicago,2500 block of East 75th Street,0,4,http://www.gunviolencearchive.org/incident/479592,"41.7592, -87.5628",Congressional District: 2,NA,NA,NA,NA,NA
"February 3, 2013",California,Yuba (county),5800 block of Poplar Avenue,1,3,http://www.gunviolencearchive.org/incident/479580,"39.1236, -121.583",Congressional District: 3,NA,NA,9mm,NA,NA
"February 2, 2013",Tennessee,Memphis,2514 Mount Moriah,0,5,http://www.gunviolencearchive.org/incident/479573,"35.0803, -89.8871",Congressional District: 9,NA,Handgun,NA,NA,NA
"January 26, 2013",Ohio,Springfield,601 West Main Street,1,3,http://www.gunviolencearchive.org/incident/479460,"39.9252, -83.8218",Congressional District: 8,NA,NA,NA,NA,NA
"January 26, 2013",District of Columbia,Washington,2403 Benning Road Northeast,0,5,http://www.gunviolencearchive.org/incident/479554,"38.8978, -76.9717",Congressional District: 1,NA,Handgun,NA,NA,NA
"January 26, 2013",Louisiana,Charenton,1000 block of Flat Town Road,2,3,http://www.gunviolencearchive.org/incident/479561,"29.8816, -91.5251",Congressional District: 3,NA,NA,NA,NA,NA
"January 25, 2013",Missouri,Saint Louis,W Florissant Ave and Riverview Blvd,1,3,http://www.gunviolencearchive.org/incident/479413,"38.7067, -90.2494",Congressional District: 1,NA,NA,NA,NA,NA
"January 23, 2013",Tennessee,Chattanooga,1501 Dodds Ave,1,3,http://www.gunviolencearchive.org/incident/491674,"35.0221, -85.2697",Congressional District: 3,NA,NA,NA,NA,NA
"January 23, 2013",Maryland,Baltimore,1500 block of W. Fayette St.,1,6,http://www.gunviolencearchive.org/incident/492151,"39.2899, -76.6412",Congressional District: 7,NA,NA,NA,NA,NA
"January 21, 2013",California,Brentwood,1100 block of Breton Drive,0,4,http://www.gunviolencearchive.org/incident/479389,"37.9656, -121.718",Congressional District: 9,NA,NA,NA,NA,NA
"January 21, 2013",Louisiana,New Orleans,LaSalle Street and Martin Luther King Jr. Boulevard,0,5,http://www.gunviolencearchive.org/incident/479374,"29.9435, -90.0836",Congressional District: 2,NA,NA,NA,NA,NA
"January 19, 2013",New Mexico,Albuquerque,2806 Long Lane,5,0,http://www.gunviolencearchive.org/incident/479363,"34.9791, -106.716",Congressional District: 1,AR-15,NA,22 LR,NA,22 LR
"January 7, 2013",Oklahoma,Tulsa,6000 block of South Owasso,4,0,http://www.gunviolencearchive.org/incident/478948,"36.2405, -95.9768",Congressional District: 1,NA,NA,NA,NA,NA
"January 1, 2013",California,Hawthorne,13500 block of Cerise Avenue,1,3,http://www.gunviolencearchive.org/incident/460726,"33.909, -118.333",Congressional District: 43,NA,NA,NA,NA,NA
"January 1, 2013",Pennsylvania,Mckeesport,1506 Versailles Avenue and Coursin Street,0,4,http://www.gunviolencearchive.org/incident/461105,"40.3467, -79.8559",Congressional District: 14,NA,NA,NA,NA,NA
"January 7, 2013",Oklahoma,Tulsa,6000 block of South Owasso,4,0,http://www.gunviolencearchive.org/incident/478948,"36.2405, -95.9768",Congressional District: 1,NA,NA,NA,NA,NA
"January 1, 2013",California,Hawthorne,13500 block of Cerise Avenue,1,3,http://www.gunviolencearchive.org/incident/460726,"33.909, -118.333",Congressional District: 43,NA,NA,NA,NA,NA
"January 1, 2013",Pennsylvania,Mckeesport,1506 Versailles Avenue and Coursin Street,0,4,http://www.gunviolencearchive.org/incident/461105,"40.3467, -79.8559",Congressional District: 14,NA,NA,NA,NA,NA
