date,state,city,address,killed,injured,incident
"December 31, 2017",Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,http://www.gunviolencearchive.org/incident/1017372
"December 31, 2017",Illinois,Chicago,2335 Howard St,0,4,http://www.gunviolencearchive.org/incident/1017422
"December 31, 2017",New Jersey,Long Branch,635 Wall St,4,0,http://www.gunviolencearchive.org/incident/1018118
"December 27, 2017",Nevada,Las Vegas,3750 E Bonanza Rd,2,2,http://www.gunviolencearchive.org/incident/1015666
"December 26, 2017",Florida,Miami,NW 18th Ave and 86th Ter,0,5,http://www.gunviolencearchive.org/incident/1015336
"December 24, 2017",Mississippi,Vicksburg,1111 Mulberry Street,0,5,http://www.gunviolencearchive.org/incident/1013983
"December 24, 2017",Alabama,Troy,100 block of Chapman St,1,4,http://www.gunviolencearchive.org/incident/1014052
"December 23, 2017",Louisiana,Eunice,100 block of City Avenue,1,3,http://www.gunviolencearchive.org/incident/1014971
"December 23, 2017",Alabama,Birmingham,3rd Ave N and 9th St N,0,4,http://www.gunviolencearchive.org/incident/1013377
"December 21, 2017",Louisiana,Lafayette,1500 block of N University Avenue,0,4,http://www.gunviolencearchive.org/incident/1012704
"December 21, 2017",Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,http://www.gunviolencearchive.org/incident/1011953
"December 16, 2017",Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,http://www.gunviolencearchive.org/incident/1009629
"December 15, 2017",California,Pacoima,13041 Jouett Street,0,5,http://www.gunviolencearchive.org/incident/1008310
"December 13, 2017",Ohio,Columbus,200 block of E Barthman Ave,1,3,http://www.gunviolencearchive.org/incident/1007054
"December 12, 2017",Kentucky,Louisville,17th and Gallagher Streets,0,4,http://www.gunviolencearchive.org/incident/1006150
"December 12, 2017",Texas,Garland,1301 Rivercrest Ln,0,4,http://www.gunviolencearchive.org/incident/1006446
"December 9, 2017",Massachusetts,Boston,Proctor St,0,4,http://www.gunviolencearchive.org/incident/1004454
"December 6, 2017",Illinois,Chicago,4620 N Broadway,0,4,http://www.gunviolencearchive.org/incident/1002514
"December 4, 2017",Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,http://www.gunviolencearchive.org/incident/1001566
"December 3, 2017",Tennessee,Memphis,656 Marshall Ave,1,3,http://www.gunviolencearchive.org/incident/1000479
"December 2, 2017",Michigan,Detroit,5200 Woodward Avenue,0,4,http://www.gunviolencearchive.org/incident/999969
"November 30, 2017",Michigan,Detroit,11000 block of Gunston,1,4,http://www.gunviolencearchive.org/incident/998843
"November 24, 2017",Ohio,Cleveland,11618 Buckeye Rd,1,5,http://www.gunviolencearchive.org/incident/995015
"November 24, 2017",Mississippi,Brookhaven,119 Martin Street,1,6,http://www.gunviolencearchive.org/incident/994323
"November 18, 2017",Minnesota,Minneapolis,3600 block of Emerson Avenue North,0,4,http://www.gunviolencearchive.org/incident/991017
"November 17, 2017",Louisiana,New Iberia,900 Block of Mississippi St,0,4,http://www.gunviolencearchive.org/incident/990974
"November 16, 2017",Georgia,Columbus,1400 block of 15th Street,0,7,http://www.gunviolencearchive.org/incident/989838
"November 14, 2017",California,Corning,17357 Stagecoach Rd,6,12,http://www.gunviolencearchive.org/incident/987611
"November 14, 2017",California,Richmond,900 Block of View Dr,2,2,http://www.gunviolencearchive.org/incident/988824
"November 12, 2017",Indiana,Gary,4601 Melton Rd,0,7,http://www.gunviolencearchive.org/incident/986236
"November 12, 2017",California,Fresno,S Calvin Ave,0,5,http://www.gunviolencearchive.org/incident/987134
"November 12, 2017",Georgia,Atlanta,50 Lower Alabama St,2,2,http://www.gunviolencearchive.org/incident/986816
"November 11, 2017",Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,http://www.gunviolencearchive.org/incident/985582
"November 11, 2017",Louisiana,New Orleans,Forstall Street and Burgundy Street,1,5,http://www.gunviolencearchive.org/incident/986092
"November 11, 2017",North Carolina,Fayetteville,2835 Bragg Blvd,1,5,http://www.gunviolencearchive.org/incident/985832
"November 10, 2017",Ohio,Dayton (Trotwood),193 Olive Rd,0,4,http://www.gunviolencearchive.org/incident/984822
"November 9, 2017",Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,http://www.gunviolencearchive.org/incident/984455
"November 5, 2017",Texas,Sutherland Springs,216 4th St,27,20,http://www.gunviolencearchive.org/incident/980577
"November 4, 2017",Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,http://www.gunviolencearchive.org/incident/980269
"November 4, 2017",Ohio,Youngstown,2810 Market St,0,4,http://www.gunviolencearchive.org/incident/980192
"November 4, 2017",California,Santa Monica,1515 Ocean Avenue,1,3,http://www.gunviolencearchive.org/incident/980060
"November 3, 2017",Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,http://www.gunviolencearchive.org/incident/979651
"November 3, 2017",California,Gardena,E 163rd St and S Main St,0,4,http://www.gunviolencearchive.org/incident/980258
"November 3, 2017",New York,Buffalo,147 Roosevelt Ave,0,4,http://www.gunviolencearchive.org/incident/980004
"November 3, 2017",Louisiana,Lacombe,27600 block of Mirmar Street,1,4,http://www.gunviolencearchive.org/incident/980401
"October 29, 2017",Texas,Austin,5500 block of Ave F,1,3,http://www.gunviolencearchive.org/incident/975600
"October 28, 2017",Ohio,Toledo,1327 N Huron St,0,4,http://www.gunviolencearchive.org/incident/975817
"October 28, 2017",Virginia,Petersburg,N Sycamore St and Franklin,1,3,http://www.gunviolencearchive.org/incident/974704
"October 27, 2017",Kentucky,Louisville,1716 Prentice St,0,6,http://www.gunviolencearchive.org/incident/974051
"October 27, 2017",California,San Francisco,1100 block of Fillmore,0,4,http://www.gunviolencearchive.org/incident/974411
"October 23, 2017",California,Clearlake Oaks,13000 block of Anchor Village,2,2,http://www.gunviolencearchive.org/incident/966895
"October 22, 2017",Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,http://www.gunviolencearchive.org/incident/966153
"October 22, 2017",Alabama,Lanett,1606 19th St Sw,2,7,http://www.gunviolencearchive.org/incident/966178
"October 21, 2017",Florida,Jacksonville,164 E Eubanks St,0,4,http://www.gunviolencearchive.org/incident/965077
"October 21, 2017",Tennessee,Nashville,1277 12th Ave S,0,4,http://www.gunviolencearchive.org/incident/965756
"October 21, 2017",Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,http://www.gunviolencearchive.org/incident/965251
"October 21, 2017",Florida,Tampa,400 Block of E Nordica St,0,4,http://www.gunviolencearchive.org/incident/965066
"October 18, 2017",Maryland,Edgewood,2111 Emmorton Park Rd,3,3,http://www.gunviolencearchive.org/incident/962359
"October 17, 2017",New York,Brooklyn,181 Martense St,0,4,http://www.gunviolencearchive.org/incident/962155
"October 16, 2017",Mississippi,Meridian,5th Street,1,3,http://www.gunviolencearchive.org/incident/962623
"October 15, 2017",Texas,Houston,6233 Gulfton St,2,2,http://www.gunviolencearchive.org/incident/960036
"October 15, 2017",Arizona,Phoenix,107th Ave and Camelback Rd,1,3,http://www.gunviolencearchive.org/incident/959126
"October 12, 2017",California,Aliso Viejo,6 Asbury Ct,2,2,http://www.gunviolencearchive.org/incident/957980
"October 11, 2017",Ohio,Pedro,15497 SR 93,4,0,http://www.gunviolencearchive.org/incident/957562
"October 10, 2017",California,San Francisco,25th St and Treat Ave,0,4,http://www.gunviolencearchive.org/incident/956942
"October 9, 2017",Texas,Houston,3352 Old Spanish Trail,0,5,http://www.gunviolencearchive.org/incident/955268
"October 7, 2017",Arizona,Phoenix,87th Ave and Thomas Rd,0,4,http://www.gunviolencearchive.org/incident/954428
"October 6, 2017",Illinois,Chicago,8000 block of S Marshfield,0,5,http://www.gunviolencearchive.org/incident/953156
"October 5, 2017",Arizona,Casa Grande,400 block of W 13th Street,4,0,http://www.gunviolencearchive.org/incident/952720
"October 3, 2017",Florida,Miami,2051 NW 65th St,0,4,http://www.gunviolencearchive.org/incident/952220
"October 1, 2017",Kansas,Lawrence,1000 block of Massachusetts St,3,2,http://www.gunviolencearchive.org/incident/945990
"October 1, 2017",Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,http://www.gunviolencearchive.org/incident/946496
"September 30, 2017",Tennessee,Memphis,800 block of Kerr Avenue,1,3,http://www.gunviolencearchive.org/incident/946138
"September 28, 2017",Louisiana,New Orleans,2001 N Rocheblave St,1,3,http://www.gunviolencearchive.org/incident/944448
"September 26, 2017",Tennessee,Memphis,2531 Chelsea Ave,0,4,http://www.gunviolencearchive.org/incident/942522
"September 26, 2017",Maryland,Baltimore,3200 block of Lyndale Ave,2,2,http://www.gunviolencearchive.org/incident/942830
"September 26, 2017",Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,http://www.gunviolencearchive.org/incident/942628
"September 24, 2017",Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,http://www.gunviolencearchive.org/incident/941144
"September 24, 2017",New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,http://www.gunviolencearchive.org/incident/941257
"September 24, 2017",Tennessee,Antioch,3890 Pin Hook Rd,1,8,http://www.gunviolencearchive.org/incident/940554
"September 24, 2017",New York,Syracuse,1226 E Fayette St,0,4,http://www.gunviolencearchive.org/incident/940644
"September 23, 2017",California,Bakersfield,818 Real Rd,1,4,http://www.gunviolencearchive.org/incident/939834
"September 23, 2017",Illinois,Danville,Seminary St and Jackson St,0,5,http://www.gunviolencearchive.org/incident/940068
"September 23, 2017",Connecticut,Hartford,1164 Albany Ave,2,2,http://www.gunviolencearchive.org/incident/940142
"September 20, 2017",Indiana,Gary,4300 block of 23rd Ct,0,5,http://www.gunviolencearchive.org/incident/939482
"September 17, 2017",Michigan,Detroit,5000 block of Stanton Street,1,3,http://www.gunviolencearchive.org/incident/936028
"September 17, 2017",Virginia,Petersburg,300 Mistletoe St,1,4,http://www.gunviolencearchive.org/incident/935928
"September 16, 2017",South Carolina,Columbia,920 Lady Street,0,8,http://www.gunviolencearchive.org/incident/934036
"September 13, 2017",Washington,Rockford,14626 S Jackson Rd,1,3,http://www.gunviolencearchive.org/incident/932181
"September 13, 2017",Pennsylvania,York,400 block of S Duke St,0,4,http://www.gunviolencearchive.org/incident/932906
"September 13, 2017",Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,http://www.gunviolencearchive.org/incident/932619
"September 13, 2017",Tennessee,Memphis,1000 block of Morehead St,1,5,http://www.gunviolencearchive.org/incident/932526
"September 10, 2017",Louisiana,New Orleans,2101 N Claiborne Ave,1,3,http://www.gunviolencearchive.org/incident/930266
"September 10, 2017",Texas,Plano,1712 West Spring Creek Parkway,9,1,http://www.gunviolencearchive.org/incident/930569
"September 9, 2017",Alabama,Selma,Kings Bend Road,0,4,http://www.gunviolencearchive.org/incident/931139
"September 6, 2017",Illinois,Chicago,2700 block of Madison,0,4,http://www.gunviolencearchive.org/incident/928380
"September 4, 2017",Illinois,Bellwood,1000 block of Bellwood Ave,0,4,http://www.gunviolencearchive.org/incident/927277
"September 3, 2017",California,Inglewood,10100 block of S Firmona Ave,2,3,http://www.gunviolencearchive.org/incident/926766
"September 2, 2017",Kentucky,Louisville,8008 Watterson Trail,0,4,http://www.gunviolencearchive.org/incident/925809
"September 2, 2017",Illinois,Chicago,8300 block of S Hermitage,1,3,http://www.gunviolencearchive.org/incident/925436
"August 28, 2017",New Mexico,Clovis,701 N Main St,2,4,http://www.gunviolencearchive.org/incident/922184
"August 27, 2017",California,Sacramento,7760 24th St,1,4,http://www.gunviolencearchive.org/incident/921733
"August 27, 2017",Indiana,Evansville,1127 Chestnut St,1,3,http://www.gunviolencearchive.org/incident/921653
"August 25, 2017",Florida,Gainesville,1600 NE 8th Ave,0,4,http://www.gunviolencearchive.org/incident/921289
"August 24, 2017",Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,http://www.gunviolencearchive.org/incident/920513
"August 22, 2017",Illinois,Chicago,300 block of N Central Ave,0,4,http://www.gunviolencearchive.org/incident/918204
"August 21, 2017",New Jersey,Newark,Fabyan Place,0,4,http://www.gunviolencearchive.org/incident/917793
"August 21, 2017",New Jersey,Newark,700 block of S 19th St,1,3,http://www.gunviolencearchive.org/incident/918061
"August 21, 2017",Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,http://www.gunviolencearchive.org/incident/917713
"August 21, 2017",North Carolina,Whitakers,980 Fishing Creek Rd,4,0,http://www.gunviolencearchive.org/incident/917820
"August 21, 2017",Tennessee,Memphis,262 Decatur St,0,4,http://www.gunviolencearchive.org/incident/917838
"August 20, 2017",Illinois,Chicago,11901 S Loomis St,2,5,http://www.gunviolencearchive.org/incident/916848
"August 20, 2017",New York,Brooklyn,100th St and Ave M,0,4,http://www.gunviolencearchive.org/incident/916808
"August 19, 2017",Ohio,Cleveland,11143 Superior Ave,1,4,http://www.gunviolencearchive.org/incident/916551
"August 16, 2017",New York,Wyandanch,Merritt Ave and 15th St,0,4,http://www.gunviolencearchive.org/incident/914819
"August 14, 2017",California,North Hollywood,Morrison St and Klump Ave,2,2,http://www.gunviolencearchive.org/incident/913924
"August 13, 2017",California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,http://www.gunviolencearchive.org/incident/912322
"August 13, 2017",Virginia,Suffolk,8700 block of Quay Rd,0,4,http://www.gunviolencearchive.org/incident/912375
"August 13, 2017",Pennsylvania,Philadelphia,39th St and Melon St,0,5,http://www.gunviolencearchive.org/incident/912805
"August 12, 2017",Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,http://www.gunviolencearchive.org/incident/912093
"August 8, 2017",Illinois,Chicago,1 block of East 37th Street,1,6,http://www.gunviolencearchive.org/incident/909423
"August 6, 2017",New York,Bronx,Wickham Ave,0,6,http://www.gunviolencearchive.org/incident/907555
"August 6, 2017",New York,Bronx,Unionport Rd,0,4,http://www.gunviolencearchive.org/incident/907546
"August 6, 2017",California,Oakland,1000 block of 106th Avenue,0,7,http://www.gunviolencearchive.org/incident/907857
"August 5, 2017",New Jersey,Lakewood,900 block of Brook Road,0,4,http://www.gunviolencearchive.org/incident/907247
"August 5, 2017",South Carolina,Allendale,300 block of Ellis St,1,3,http://www.gunviolencearchive.org/incident/907611
"August 5, 2017",Florida,Tallahassee,1939 W Tennessee St,1,3,http://www.gunviolencearchive.org/incident/906568
"August 4, 2017",Montana,Lodge Grass,200 block of North Helen Street,3,2,http://www.gunviolencearchive.org/incident/906509
"August 3, 2017",District of Columbia,Washington,3426 18th St NE,1,3,http://www.gunviolencearchive.org/incident/906126
"August 2, 2017",Maryland,Baltimore,900 block of N Broadway,0,4,http://www.gunviolencearchive.org/incident/904329
"August 1, 2017",Washington,Toppenish,8000 Block of Lateral C Rd,0,6,http://www.gunviolencearchive.org/incident/904106
"August 1, 2017",California,Fresno,Mariposa St and A St,0,7,http://www.gunviolencearchive.org/incident/904026
"August 1, 2017",Illinois,Chicago,800 block of N Monticello Ave,0,4,http://www.gunviolencearchive.org/incident/903853
"July 31, 2017",Illinois,Decatur,Jasper St and Main St,0,4,http://www.gunviolencearchive.org/incident/903090
"July 30, 2017",Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,http://www.gunviolencearchive.org/incident/901549
"July 30, 2017",Texas,El Paso,1810 George Dieter Dr,1,3,http://www.gunviolencearchive.org/incident/902187
"July 29, 2017",New York,Buffalo,200 block of Carl St,1,4,http://www.gunviolencearchive.org/incident/901083
"July 29, 2017",North Carolina,Salisbury,115 W Fisher St,2,3,http://www.gunviolencearchive.org/incident/901000
"July 28, 2017",Delaware,Wilmington,400 block of N Washington St,0,4,http://www.gunviolencearchive.org/incident/900963
"July 27, 2017",Illinois,Chicago,2000 block of E 71st St,1,4,http://www.gunviolencearchive.org/incident/900387
"July 26, 2017",North Carolina,High Point,2111 E. Green Drive,1,6,http://www.gunviolencearchive.org/incident/898631
"July 25, 2017",Florida,Jacksonville,1040 Golfair Boulevard,1,3,http://www.gunviolencearchive.org/incident/898448
"July 23, 2017",Illinois,Chicago,1500 block of East 82nd St,1,3,http://www.gunviolencearchive.org/incident/896444
"July 23, 2017",Louisiana,Baton Rouge,10360 Ave H,0,4,http://www.gunviolencearchive.org/incident/896889
"July 22, 2017",Ohio,Cincinnati,130 E Clifton Ave,0,5,http://www.gunviolencearchive.org/incident/896149
"July 19, 2017",Virginia,Richmond,2300 block of Bethel St,0,5,http://www.gunviolencearchive.org/incident/893690
"July 19, 2017",California,Los Angeles,Imperial Hwy and Broadway,1,3,http://www.gunviolencearchive.org/incident/894504
"July 18, 2017",New Jersey,Trenton,Hewitt St and Division St,1,3,http://www.gunviolencearchive.org/incident/893712
"July 18, 2017",Wisconsin,Milwaukee,3000 Block of N 39th St,0,4,http://www.gunviolencearchive.org/incident/893726
"July 18, 2017",Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,http://www.gunviolencearchive.org/incident/893752
"July 15, 2017",Pennsylvania,Philadelphia,21st and Fitzwater,1,3,http://www.gunviolencearchive.org/incident/891291
"July 15, 2017",Illinois,Chicago,12200 block of S Throop St,0,4,http://www.gunviolencearchive.org/incident/891092
"July 9, 2017",Virginia,Lawrenceville,500 block Sturgeon Rd,0,7,http://www.gunviolencearchive.org/incident/886564
"July 8, 2017",Illinois,Alton,700 block of Oakwood,0,4,http://www.gunviolencearchive.org/incident/886002
"July 8, 2017",Ohio,Cincinnati,9917 Capstan Dr,1,8,http://www.gunviolencearchive.org/incident/886220
"July 6, 2017",Mississippi,Meridian,Eighth Ave,0,4,http://www.gunviolencearchive.org/incident/884764
"July 5, 2017",Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,http://www.gunviolencearchive.org/incident/883052
"July 5, 2017",Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,http://www.gunviolencearchive.org/incident/883282
"July 5, 2017",Maine,Madison,300 block of Russell Rd,4,1,http://www.gunviolencearchive.org/incident/883058
"July 4, 2017",Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,http://www.gunviolencearchive.org/incident/882665
"July 4, 2017",Virginia,Hampton,500 block of Patterson Ave,1,4,http://www.gunviolencearchive.org/incident/882321
"July 4, 2017",North Carolina,Raleigh,105 E South St,1,3,http://www.gunviolencearchive.org/incident/883489
"July 3, 2017",Alabama,Prattville,112 US 82,3,1,http://www.gunviolencearchive.org/incident/882422
"July 3, 2017",Michigan,Pontiac,50 block of Thorpe St,1,3,http://www.gunviolencearchive.org/incident/881921
"July 2, 2017",New Jersey,Jersey City,Wilkinson Avenue,0,4,http://www.gunviolencearchive.org/incident/881700
"July 2, 2017",South Carolina,Greenwood,SC 72 Bypass,0,4,http://www.gunviolencearchive.org/incident/880738
"July 1, 2017",Illinois,Momence,2727 S 13000 Rd E,0,4,http://www.gunviolencearchive.org/incident/883656
"July 1, 2017",New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,http://www.gunviolencearchive.org/incident/880808
"July 1, 2017",California,Oakland,3200 Humboldt Ave,0,4,http://www.gunviolencearchive.org/incident/880813
"July 1, 2017",Arkansas,Little Rock,220 W 6th St,0,25,http://www.gunviolencearchive.org/incident/879953
"June 30, 2017",New York,Bronx,1650 Grand Concourse,2,6,http://www.gunviolencearchive.org/incident/879412
"June 27, 2017",Illinois,Chicago,200 block of S Lotus,0,5,http://www.gunviolencearchive.org/incident/877295
