date,state,city,address,killed,injured,incident
"June 25, 2017",District of Columbia,Washington,5900 block of Southern Ave SE,0,4,http://www.gunviolencearchive.org/incident/876010
"June 25, 2017",Missouri,Saint Louis,5000 block of Thekla Ave,1,3,http://www.gunviolencearchive.org/incident/875886
"June 24, 2017",Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,http://www.gunviolencearchive.org/incident/874613
"June 24, 2017",New York,New York (Manhattan),114th St and Manhattan Ave,0,5,http://www.gunviolencearchive.org/incident/875322
"June 24, 2017",New Jersey,Willingboro,Pastoral Lane,0,4,http://www.gunviolencearchive.org/incident/876076
"June 22, 2017",Georgia,Atlanta,1100 block of Osborne Street,1,6,http://www.gunviolencearchive.org/incident/873847
"June 18, 2017",Missouri,Saint Louis,1900 block of N 14th St,3,2,http://www.gunviolencearchive.org/incident/870095
"June 18, 2017",District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,http://www.gunviolencearchive.org/incident/870222
"June 18, 2017",Illinois,Chicago,3300 block of W Crystal St,0,4,http://www.gunviolencearchive.org/incident/869877
"June 18, 2017",South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,http://www.gunviolencearchive.org/incident/869968
"June 17, 2017",Ohio,Columbus,6252 Busch Blvd,1,4,http://www.gunviolencearchive.org/incident/869357
"June 17, 2017",Illinois,Chicago,1 block of North Latrobe,0,4,http://www.gunviolencearchive.org/incident/869838
"June 15, 2017",Virginia,Richmond,4053 Old Brook Road,1,3,http://www.gunviolencearchive.org/incident/868042
"June 15, 2017",New Mexico,La Madera,491 NM 111,5,0,http://www.gunviolencearchive.org/incident/868363
"June 14, 2017",Ohio,Canton,14th St. NE and Gibbs Ave. NE,0,4,http://www.gunviolencearchive.org/incident/868147
"June 14, 2017",Virginia,Alexandria,420 E Monroe Ave,1,5,http://www.gunviolencearchive.org/incident/866739
"June 14, 2017",California,San Francisco,720 San Bruno,4,2,http://www.gunviolencearchive.org/incident/866933
"June 13, 2017",Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,http://www.gunviolencearchive.org/incident/866412
"June 13, 2017",Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,http://www.gunviolencearchive.org/incident/866448
"June 13, 2017",Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,http://www.gunviolencearchive.org/incident/869474
"June 11, 2017",Illinois,Chicago,3300 block of W Douglas Blvd,0,9,http://www.gunviolencearchive.org/incident/864743
"June 11, 2017",Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,http://www.gunviolencearchive.org/incident/864852
"June 11, 2017",Texas,Houston,505 Cypress Station Dr,0,4,http://www.gunviolencearchive.org/incident/865371
"June 10, 2017",Tennessee,Memphis,571 East Street,0,4,http://www.gunviolencearchive.org/incident/865186
"June 9, 2017",Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,http://www.gunviolencearchive.org/incident/864370
"June 8, 2017",Louisiana,New Orleans,3650 Franklin Ave,0,6,http://www.gunviolencearchive.org/incident/863075
"June 6, 2017",Utah,Sandy,2232 Alta Canyon Drive,3,2,http://www.gunviolencearchive.org/incident/861307
"June 5, 2017",Florida,Orlando,2427 Forsyth Rd,6,0,http://www.gunviolencearchive.org/incident/859875
"June 3, 2017",Missouri,Saint Louis,1600 Block of Union Blvd,2,2,http://www.gunviolencearchive.org/incident/858810
"June 3, 2017",Louisiana,New Orleans,3717 Tulane Ave,3,2,http://www.gunviolencearchive.org/incident/858719
"June 2, 2017",Texas,Laredo,5301 McPherson Rd,2,3,http://www.gunviolencearchive.org/incident/858378
"June 2, 2017",California,Los Angeles,89th St and Broadway,1,3,http://www.gunviolencearchive.org/incident/858877
"June 1, 2017",Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,http://www.gunviolencearchive.org/incident/857443
"May 30, 2017",Ohio,Middletown,1200 Elliott Dr,1,3,http://www.gunviolencearchive.org/incident/855764
"May 29, 2017",Kentucky,Louisville,231 Witherspoon St,1,3,http://www.gunviolencearchive.org/incident/855113
"May 28, 2017",Alabama,Phenix City,100 block of 6th Street South,0,12,http://www.gunviolencearchive.org/incident/853901
"May 28, 2017",New Jersey,Paterson,86 Main Street,1,5,http://www.gunviolencearchive.org/incident/853796
"May 28, 2017",Mississippi,Moss Point,6103 Hwy. 63,0,5,http://www.gunviolencearchive.org/incident/853920
"May 27, 2017",New York,New York (Manhattan),318 W 14th St,0,4,http://www.gunviolencearchive.org/incident/853032
"May 27, 2017",District of Columbia,Washington,100 block of Q Street Northwest,1,7,http://www.gunviolencearchive.org/incident/853119
"May 27, 2017",Mississippi,Bogue Chitto,2871 Lee Drive,8,1,http://www.gunviolencearchive.org/incident/853756
"May 26, 2017",Florida,Miami,2730 NW 167th St,0,4,http://www.gunviolencearchive.org/incident/852676
"May 21, 2017",Iowa,Des Moines,4300 Beaver Dr,1,3,http://www.gunviolencearchive.org/incident/848680
"May 21, 2017",Arizona,Mesa,441 N Val Vista Dr,0,4,http://www.gunviolencearchive.org/incident/849215
"May 20, 2017",Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,http://www.gunviolencearchive.org/incident/848292
"May 16, 2017",South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,http://www.gunviolencearchive.org/incident/845364
"May 14, 2017",Arkansas,Jonesboro,311 S Main St,1,6,http://www.gunviolencearchive.org/incident/843078
"May 14, 2017",Illinois,Dolton,14112 Chicago Road,0,5,http://www.gunviolencearchive.org/incident/843045
"May 14, 2017",Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,http://www.gunviolencearchive.org/incident/843172
"May 14, 2017",Texas,Fort Worth,8600 block of Calmont Ave,0,4,http://www.gunviolencearchive.org/incident/843590
"May 10, 2017",New Jersey,Trenton,300 block of Centre St,1,3,http://www.gunviolencearchive.org/incident/840339
"May 9, 2017",Kansas,Kansas City,1900 block of S. Boeke,3,1,http://www.gunviolencearchive.org/incident/839846
"May 7, 2017",Illinois,Chicago,2600 block of 46th Pl,2,8,http://www.gunviolencearchive.org/incident/838272
"May 4, 2017",Michigan,Flint,600 block of Copeman Boulevard,1,3,http://www.gunviolencearchive.org/incident/835961
"May 2, 2017",Florida,Jacksonville,1566 West 24th Street,1,3,http://www.gunviolencearchive.org/incident/834832
"May 1, 2017",Texas,Dallas,3200 block of Reynolds Ave,2,3,http://www.gunviolencearchive.org/incident/833152
"April 30, 2017",California,San Diego,9080 Judicial Dr,2,6,http://www.gunviolencearchive.org/incident/832679
"April 30, 2017",Kansas,Topeka,4104 SW 28th,4,1,http://www.gunviolencearchive.org/incident/832528
"April 30, 2017",Florida,Jacksonville,1200 Ken Knight Dr N,0,5,http://www.gunviolencearchive.org/incident/833128
"April 30, 2017",South Carolina,Loris,268 N Sea Green Rd,1,5,http://www.gunviolencearchive.org/incident/832309
"April 29, 2017",Maryland,Germantown,12800 block of Kitchen House Way,1,3,http://www.gunviolencearchive.org/incident/831667
"April 29, 2017",California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,http://www.gunviolencearchive.org/incident/835459
"April 29, 2017",California,Sacramento,3800 block of 26th Avenue,0,5,http://www.gunviolencearchive.org/incident/832290
"April 29, 2017",California,Whittier,10000 block of Carmentia Rd,1,5,http://www.gunviolencearchive.org/incident/831800
"April 29, 2017",California,Compton,2000 Block of N Nestor Ave,0,4,http://www.gunviolencearchive.org/incident/834788
"April 29, 2017",Virginia,Virginia Beach,200 block of 18th St,0,4,http://www.gunviolencearchive.org/incident/832063
"April 28, 2017",Pennsylvania,Chester,5 E 21st St,0,4,http://www.gunviolencearchive.org/incident/831201
"April 27, 2017",New Jersey,Newark,1100 block of S Orange Ave,1,3,http://www.gunviolencearchive.org/incident/830984
"April 26, 2017",Florida,Miami,SW 264th St and 139th Ave,0,4,http://www.gunviolencearchive.org/incident/829073
"April 21, 2017",Florida,Palm Bay,2500 block of Vernon Dr,2,2,http://www.gunviolencearchive.org/incident/825694
"April 20, 2017",Kentucky,Louisville,700 block of East Jacob Street,0,4,http://www.gunviolencearchive.org/incident/825111
"April 16, 2017",California,Vallejo,110 Calhoun Street,0,4,http://www.gunviolencearchive.org/incident/821667
"April 16, 2017",North Carolina,Elizabeth City,611 S Martin St,0,4,http://www.gunviolencearchive.org/incident/821723
"April 16, 2017",Ohio,Columbus,1710 Cleveland Av,0,9,http://www.gunviolencearchive.org/incident/821371
"April 15, 2017",Illinois,Rock Falls,311 W 2nd St,0,4,http://www.gunviolencearchive.org/incident/821640
"April 15, 2017",Indiana,Indianapolis,300 block of S Meridian St,0,4,http://www.gunviolencearchive.org/incident/820565
"April 15, 2017",Alabama,Birmingham,1480 Center Point Pkwy,0,6,http://www.gunviolencearchive.org/incident/821400
"April 15, 2017",Pennsylvania,Philadelphia,5900 block of Hammond Street,0,4,http://www.gunviolencearchive.org/incident/821055
"April 15, 2017",Illinois,Harvey,14600 block of Myrtle Avenue,0,4,http://www.gunviolencearchive.org/incident/821651
"April 15, 2017",California,Banning,900 block of N Allen St,0,4,http://www.gunviolencearchive.org/incident/822750
"April 13, 2017",Georgia,Atlanta,30 Anderson Ave SW,1,3,http://www.gunviolencearchive.org/incident/818932
"April 9, 2017",Texas,San Antonio,3100 block of Fidelia Drive,1,3,http://www.gunviolencearchive.org/incident/815227
"April 9, 2017",Indiana,Fort Wayne,9439 Lima Rd,1,3,http://www.gunviolencearchive.org/incident/815246
"April 7, 2017",North Carolina,Hickory,1423 29th Ave Dr NE,3,1,http://www.gunviolencearchive.org/incident/813877
"April 7, 2017",Texas,Houston,3829 Mount Pleasant St,5,0,http://www.gunviolencearchive.org/incident/813821
"April 7, 2017",Minnesota,Saint Paul,1600 block of English St,4,1,http://www.gunviolencearchive.org/incident/813943
"April 7, 2017",Illinois,Chicago,5600 block of W Lake St,1,5,http://www.gunviolencearchive.org/incident/814094
"April 6, 2017",Louisiana,Lake Charles,2000 block of Tulip St,1,3,http://www.gunviolencearchive.org/incident/813028
"April 3, 2017",Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,http://www.gunviolencearchive.org/incident/810756
"April 3, 2017",Texas,Lubbock,5401 Ave Q,0,7,http://www.gunviolencearchive.org/incident/811089
"April 2, 2017",Illinois,Chicago,3500 block of West Van Buren Street,2,4,http://www.gunviolencearchive.org/incident/809978
"April 2, 2017",Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,http://www.gunviolencearchive.org/incident/809683
"April 1, 2017",California,Pittsburg,100 block of Madoline Street,0,5,http://www.gunviolencearchive.org/incident/809815
"April 1, 2017",Florida,Tampa,219 S Howard Ave,1,4,http://www.gunviolencearchive.org/incident/809048
"April 1, 2017",Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,http://www.gunviolencearchive.org/incident/809499
"March 30, 2017",Illinois,Chicago,2704 E 75th St,4,0,http://www.gunviolencearchive.org/incident/807618
"March 27, 2017",Florida,Sanford,209 Hays Dr,2,4,http://www.gunviolencearchive.org/incident/804115
"March 26, 2017",Texas,Houston,5619 Aldine Bender Rd,2,4,http://www.gunviolencearchive.org/incident/803822
"March 26, 2017",Ohio,Cincinnati,4601 Kellogg Ave,2,15,http://www.gunviolencearchive.org/incident/803054
"March 26, 2017",Ohio,Cleveland,E 75th St,2,2,http://www.gunviolencearchive.org/incident/803689
"March 25, 2017",Michigan,Detroit,8443 Grand River Ave,1,3,http://www.gunviolencearchive.org/incident/803460
"March 25, 2017",Tennessee,Knoxville,Minnesota Avenue,1,4,http://www.gunviolencearchive.org/incident/802926
"March 25, 2017",Ohio,Cleveland,E 79th St and Woodland Ave,2,2,http://www.gunviolencearchive.org/incident/802837
"March 24, 2017",California,Fresno,300 block of South Villa Avenue,1,4,http://www.gunviolencearchive.org/incident/802425
"March 24, 2017",Missouri,Saint Louis,5100 block of Palm St,1,6,http://www.gunviolencearchive.org/incident/802240
"March 22, 2017",Wisconsin,Rothschild,1133 E Grand Ave,5,0,http://www.gunviolencearchive.org/incident/800363
"March 19, 2017",Kentucky,Louisville,1512 Portland Avenue,1,5,http://www.gunviolencearchive.org/incident/797553
"March 18, 2017",Michigan,Detroit,16000 block of Rutherford,3,2,http://www.gunviolencearchive.org/incident/797125
"March 15, 2017",Louisiana,Metairie,2508 Pasadena Ave,3,1,http://www.gunviolencearchive.org/incident/794468
"March 10, 2017",Illinois,Chicago,123 E 51st St,2,2,http://www.gunviolencearchive.org/incident/791298
"March 10, 2017",Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,http://www.gunviolencearchive.org/incident/791274
"March 7, 2017",Illinois,Chicago,West 76th Street and South May streets,0,4,http://www.gunviolencearchive.org/incident/789798
"March 5, 2017",Georgia,Columbus,600 block of 32nd Street,0,4,http://www.gunviolencearchive.org/incident/789424
"March 4, 2017",Kansas,Topeka,23rd and Bellview,1,4,http://www.gunviolencearchive.org/incident/787875
"March 4, 2017",California,Sacramento,2500 block of 33rd St,0,4,http://www.gunviolencearchive.org/incident/787801
"March 3, 2017",Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,http://www.gunviolencearchive.org/incident/786876
"March 3, 2017",California,Riverside,8300 block of Trey Ave,0,5,http://www.gunviolencearchive.org/incident/787435
"February 28, 2017",Ohio,Cincinnati,1700 of Casey Drive,0,6,http://www.gunviolencearchive.org/incident/785262
"February 27, 2017",Virginia,Newport News,11810 Fountain Way,0,4,http://www.gunviolencearchive.org/incident/783963
"February 26, 2017",Indiana,Gary,1700 block of Grant St,1,4,http://www.gunviolencearchive.org/incident/783623
"February 25, 2017",Ohio,Warren,1564 Niles Cortland Rd SE,2,3,http://www.gunviolencearchive.org/incident/783102
"February 25, 2017",Florida,Jacksonville,3604 Moncrief Rd,1,4,http://www.gunviolencearchive.org/incident/783090
"February 22, 2017",New York,Rochester,191 Genesee St,0,4,http://www.gunviolencearchive.org/incident/780792
"February 21, 2017",Ohio,Cleveland,16700 Lorain Ave,0,4,http://www.gunviolencearchive.org/incident/780036
"February 21, 2017",Mississippi,Toomsuba,Butts Road,4,0,http://www.gunviolencearchive.org/incident/779582
"February 20, 2017",Ohio,Cleveland,1082 East 105th Street,0,5,http://www.gunviolencearchive.org/incident/778941
"February 19, 2017",Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,http://www.gunviolencearchive.org/incident/778182
"February 18, 2017",Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,http://www.gunviolencearchive.org/incident/777876
"February 18, 2017",Indiana,South Bend,1000 block of Yukon St,1,3,http://www.gunviolencearchive.org/incident/777410
"February 15, 2017",California,Salinas,30 Soledad Street,0,4,http://www.gunviolencearchive.org/incident/775903
"February 15, 2017",Illinois,Chicago,3949 South Albany Avenue,3,2,http://www.gunviolencearchive.org/incident/775531
"February 12, 2017",Missouri,Caruthersville,908 Truman Blvd,1,6,http://www.gunviolencearchive.org/incident/773002
"February 12, 2017",New York,Newburgh,253 South William Street,1,3,http://www.gunviolencearchive.org/incident/773162
"February 12, 2017",Florida,Greenville,Church Ave and Obadiah St,0,5,http://www.gunviolencearchive.org/incident/773908
"February 11, 2017",Tennessee,Savannah,Clifton Road and Midway Drive,0,4,http://www.gunviolencearchive.org/incident/772989
"February 11, 2017",Illinois,Chicago,100 block of North Mayfield,1,3,http://www.gunviolencearchive.org/incident/772753
"February 10, 2017",Louisiana,New Orleans,2nd St and Dryades St,1,5,http://www.gunviolencearchive.org/incident/772067
"February 9, 2017",Mississippi,Jackson,3150 Robinson Road,4,0,http://www.gunviolencearchive.org/incident/771826
"February 8, 2017",Ohio,Cleveland,16379 Euclid Ave,1,4,http://www.gunviolencearchive.org/incident/769889
"February 7, 2017",South Carolina,Columbia,5500 block of Fairfield Road,0,4,http://www.gunviolencearchive.org/incident/769511
"February 7, 2017",Arkansas,Little Rock,25 Par Drive,1,4,http://www.gunviolencearchive.org/incident/769859
"February 6, 2017",Mississippi,Yazoo City,11th Street,4,0,http://www.gunviolencearchive.org/incident/768243
"January 31, 2017",Tennessee,Memphis,1576 S White Station Rd,0,4,http://www.gunviolencearchive.org/incident/765559
"January 31, 2017",District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,0,4,http://www.gunviolencearchive.org/incident/765153
"January 30, 2017",Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,http://www.gunviolencearchive.org/incident/764020
"January 29, 2017",Louisiana,Shreveport,6363 Hearne Ave,1,4,http://www.gunviolencearchive.org/incident/763313
"January 27, 2017",Washington,Bremerton,Tenino Dr W,4,0,http://www.gunviolencearchive.org/incident/1025158
"January 27, 2017",Tennessee,Brownsville,221 Morgan St,0,10,http://www.gunviolencearchive.org/incident/761973
"January 26, 2017",Georgia,Albany,1510 Maryland Drive,2,3,http://www.gunviolencearchive.org/incident/760482
"January 25, 2017",Illinois,Chicago,500 block of E 75th St,0,6,http://www.gunviolencearchive.org/incident/760259
"January 22, 2017",Texas,Manvel,200 block of Oak Shore Dr,3,2,http://www.gunviolencearchive.org/incident/757158
"January 22, 2017",Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,http://www.gunviolencearchive.org/incident/757032
"January 22, 2017",Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,http://www.gunviolencearchive.org/incident/757001
"January 21, 2017",Georgia,Jonesboro,6510 Tara Blvd,0,6,http://www.gunviolencearchive.org/incident/756801
"January 21, 2017",Florida,Boynton Beach,500 NE 2nd St,0,5,http://www.gunviolencearchive.org/incident/756526
"January 21, 2017",Tennessee,Memphis,500 block of Delta Road,2,2,http://www.gunviolencearchive.org/incident/756504
"January 20, 2017",Mississippi,Como,Smart Road,1,4,http://www.gunviolencearchive.org/incident/757955
"January 20, 2017",California,Fresno,4700 block of E Montecito Ave,0,4,http://www.gunviolencearchive.org/incident/756015
"January 16, 2017",Texas,Houston,8535 Martin Luther King Boulevard,0,4,http://www.gunviolencearchive.org/incident/752756
"January 16, 2017",Florida,Miami,6011 NW 32nd Ave,0,8,http://www.gunviolencearchive.org/incident/752222
"January 15, 2017",Colorado,Capulin,County Road Y,3,1,http://www.gunviolencearchive.org/incident/752249
"January 15, 2017",Mississippi,Magnolia,6000 block of Church Road,1,4,http://www.gunviolencearchive.org/incident/751367
"January 12, 2017",Missouri,Kansas City,8607 E 61st Terrace,3,2,http://www.gunviolencearchive.org/incident/749361
"January 12, 2017",California,Salinas,500 block of Sunrise St,2,2,http://www.gunviolencearchive.org/incident/749769
"January 11, 2017",New Jersey,Newark,Hawkins Street and Christie Street,1,3,http://www.gunviolencearchive.org/incident/748152
"January 11, 2017",Illinois,Chicago,4200 block of S Talman,1,3,http://www.gunviolencearchive.org/incident/748348
"January 7, 2017",Michigan,Flint,2500 block of Churchill Ave,1,3,http://www.gunviolencearchive.org/incident/745236
"January 6, 2017",California,Pasadena,100 block of W Claremont St,2,2,http://www.gunviolencearchive.org/incident/744799
"January 6, 2017",Florida,Fort Lauderdale,100 Terminal Dr,5,6,http://www.gunviolencearchive.org/incident/743995
"January 4, 2017",California,Fontana,14520 Village Drive,3,1,http://www.gunviolencearchive.org/incident/742542
"January 3, 2017",Texas,Allen,500 block of Hawthorne Drive,0,4,http://www.gunviolencearchive.org/incident/742001
"January 1, 2017",Mississippi,Winstonville,114 North Greyer Street,0,5,http://www.gunviolencearchive.org/incident/743282
"January 1, 2017",Texas,Dallas,9220 Skillman Street,1,3,http://www.gunviolencearchive.org/incident/739451
"January 1, 2017",Florida,Miami,8000 block of NW 14th Ave,0,7,http://www.gunviolencearchive.org/incident/739766
